epoch,train_loss,train_metric,val_loss,val_metric,learning_rate
1,1.8666874881458282,0.29457125,3.3352082753440775,0.13505678182981445,9.5e-05
2,1.5334216479873657,0.43902375,1.4228393280269698,0.48329534548944336,9.025e-05
3,1.369141278152466,0.501695,1.4464151866147705,0.48288547664747283,8.573749999999999e-05
4,1.2938965276670455,0.53105,1.3552649089028572,0.5071876999360204,8.145062499999998e-05
5,1.2464313235569,0.548395,1.3242510391669784,0.5199836052463211,7.737809374999998e-05
6,1.2103909429740907,0.561355,1.2349908011736048,0.5534329014715291,7.350918906249998e-05
7,1.1827551076889038,0.5710775,1.3064225354182437,0.5285308701215611,6.983372960937497e-05
8,1.1590514800882339,0.579695,1.2935287236633473,0.5376679462571977,6.634204312890622e-05
9,1.1400154306077956,0.5866625,1.3001920507645195,0.5377979046705055,6.30249409724609e-05
10,1.1222120056962968,0.593415,1.2386673982907623,0.5539027511196417,5.987369392383786e-05
11,1.1071964432287216,0.59835375,1.1893373147005921,0.5685380678182982,5.688000922764596e-05
12,1.0942509607934952,0.60311125,1.3572354567256861,0.5269513755598209,5.4036008766263664e-05
13,1.0831912826156616,0.6072825,1.2422289881123538,0.5572416826615483,5.133420832795048e-05
14,1.072518759636879,0.61049,1.2017596242371387,0.5694777671145234,4.876749791155295e-05
15,1.0634686937570572,0.61381875,1.2052391106626275,0.5674384197056942,4.6329123015975305e-05
16,1.0550901854324342,0.61721625,1.3084985413996744,0.5411468330134357,4.4012666865176535e-05
17,1.046478734641075,0.619555,1.1786599875793042,0.5766054862444018,4.181203352191771e-05
18,1.0439635058403016,0.62087625,1.154993456102531,0.583313339731286,3.972143184582182e-05
19,1.0375566900157929,0.6228775,1.1511956975007012,0.586882197696737,3.7735360253530726e-05
20,1.0285758481693268,0.62625375,1.1318076233869931,0.5923304542546385,3.584859224085419e-05
