epoch,train_loss,train_metric,val_loss,val_metric,learning_rate
1,1.9555864100933076,0.2502325,1.8815509556808765,0.29939419385796545,9.5e-05
2,1.6899571101284028,0.3677675,1.574228051299097,0.4202355246321177,9.025e-05
3,1.542959523010254,0.43121,1.4652559240887886,0.46222208893154193,8.573749999999999e-05
4,1.4692608382606507,0.4624125,1.4418537468004136,0.47430822136916184,8.145062499999998e-05
5,1.419030241498947,0.48203875,1.3985696641283774,0.48961332373640437,7.737809374999998e-05
6,1.3842999451160432,0.4953075,1.3830116978457396,0.4995201535508637,7.350918906249998e-05
7,1.355405931839943,0.50735875,1.4453174420373225,0.4814259436980166,6.983372960937497e-05
8,1.3345989287996292,0.514735,1.3412638218145072,0.5140255118362124,6.634204312890622e-05
9,1.3135501891040802,0.52292375,1.2917381559360965,0.5323696417146513,6.30249409724609e-05
10,1.2953534749317168,0.5291525,1.271564730183863,0.5370581413947537,5.987369392383786e-05
11,1.2736039708948135,0.5374625,1.2905791631053063,0.5328095009596929,5.688000922764596e-05
12,1.247147439494133,0.5475825,1.2259472779791398,0.5542826295585412,5.4036008766263664e-05
13,1.2172333428239823,0.5581,1.1866030138193302,0.5707673544465771,5.133420832795048e-05
14,1.190835039806366,0.5681925,1.1828123010737883,0.5690678982725528,4.876749791155295e-05
15,1.1710142613601684,0.57461,1.2687753287173202,0.5412468010236724,4.6329123015975305e-05
16,1.1484641789102554,0.5831275,1.1602027124116914,0.5755258317338452,4.4012666865176535e-05
17,1.1331499730443955,0.58856375,1.1942846822723394,0.5639795265515035,4.181203352191771e-05
18,1.1201491493272782,0.593625,1.1303968332321768,0.5885216730646193,3.972143184582182e-05
19,1.1077690893936156,0.59787875,1.1425138104442443,0.585572616762636,3.7735360253530726e-05
20,1.0972200788259505,0.601545,1.1748414550236381,0.572386836212412,3.584859224085419e-05
