epoch,train_loss,train_metric,val_loss,val_metric,learning_rate
1,1.7754070379257203,0.3337,1.4247656748680755,0.48120601407549585,9.5e-05
2,1.3275769164514541,0.5187175,1.3218628282891736,0.5198936340371081,9.025e-05
3,1.2084967220687866,0.56307625,1.464091960924677,0.49110284708893154,8.573749999999999e-05
4,1.1557832051229477,0.58212625,1.227798524188141,0.5568917946257198,8.145062499999998e-05
5,1.1206775788688659,0.59450625,1.3364532361103798,0.5294305822136917,7.737809374999998e-05
6,1.0955351788711547,0.60330625,1.3628337522080824,0.5228226967370442,7.350918906249998e-05
7,1.075663593058586,0.61072625,1.2584081528587976,0.5534828854766475,6.983372960937497e-05
8,1.0602596151828765,0.6159,1.1600833091687028,0.5791446737044146,6.634204312890622e-05
9,1.04665167198658,0.62112,1.4095092810123149,0.5112364043506078,6.30249409724609e-05
10,1.0349261227464677,0.6250325,1.4488010723394076,0.5051483525271913,5.987369392383786e-05
11,1.0251955413866043,0.6290275,1.2962011414236239,0.5439559341010877,5.688000922764596e-05
12,1.015325647377968,0.63210125,1.245478253980821,0.5556821817018555,5.4036008766263664e-05
13,1.0060540179109574,0.6356475,1.3452785777038896,0.5332693538067819,5.133420832795048e-05
14,0.9983518341827392,0.6380075,1.2693151794254818,0.5493941938579654,4.876749791155295e-05
