epoch,train_loss,train_metric,val_loss,val_metric,learning_rate
1,1.9599583908176421,0.24449875,1.719788977295942,0.3561460332693538,9.5e-05
2,1.4756968313550949,0.45840875,1.4069338326490772,0.4854246641074856,9.025e-05
3,1.2925695849561691,0.53200625,1.6185610954073555,0.44146873000639797,8.573749999999999e-05
4,1.22376661901474,0.556655,1.3740205169868103,0.5123460492642354,8.145062499999998e-05
5,1.183348758187294,0.5713575,1.171933939040508,0.5747460812539987,7.737809374999998e-05
6,1.154708822889328,0.58162875,1.2948852022031294,0.5378578854766475,7.350918906249998e-05
7,1.1274563692378998,0.59194375,1.3146327605860704,0.5323796385156749,6.983372960937497e-05
8,1.108867563199997,0.59809875,1.3545610302545592,0.5141754638515675,6.634204312890622e-05
9,1.094488722410202,0.60411875,1.3098742973323976,0.532959452975048,6.30249409724609e-05
10,1.0777197863864898,0.60939125,1.4757216384375773,0.4978706813819578,5.987369392383786e-05
11,1.065222791571617,0.61385375,1.2500307606110113,0.5521633077415227,5.688000922764596e-05
