epoch,train_loss,train_metric,val_loss,val_metric,learning_rate
1,1.7761769402980805,0.33526375,1.6210301074932878,0.4140075175943698,9.5e-05
2,1.59013664103508,0.418875,1.6160318291652531,0.4162967850287908,9.025e-05
3,1.3147233939647676,0.52415375,1.2547719712373315,0.543945937300064,8.573749999999999e-05
4,1.1658415883350373,0.578265,1.263010598037461,0.5435660588611644,8.145062499999998e-05
5,1.1202314828968047,0.5949525,1.3387839583655008,0.5198636436340371,7.737809374999998e-05
6,1.0915340240764617,0.60522375,1.3861689865779816,0.5198836372360844,7.350918906249998e-05
7,1.071655319032669,0.61246,1.5341640181520086,0.4775571817018554,6.983372960937497e-05
8,1.0552070237922668,0.618135,1.2266911612209874,0.5579514555342291,6.634204312890622e-05
9,1.0406627010583878,0.62301625,1.2245360430585064,0.558871161228407,6.30249409724609e-05
10,1.032273598279953,0.62624625,1.1541184559512123,0.582123720409469,5.987369392383786e-05
11,1.0218782823753356,0.62998875,1.2512174609068945,0.5567418426103646,5.688000922764596e-05
12,1.012062633075714,0.63401375,1.3674807971437544,0.530150351887396,5.4036008766263664e-05
13,1.0027014903259277,0.6370425,1.2929620960166037,0.5447756717850288,5.133420832795048e-05
14,0.9951685093450546,0.63964125,1.3473805046127305,0.5329194657709533,4.876749791155295e-05
15,0.9879265980529786,0.6427325,1.3875880115167956,0.525511836212412,4.6329123015975305e-05
16,0.9821910587120056,0.644595,1.2293065360014972,0.5627399232245681,4.4012666865176535e-05
