epoch,train_loss,train_metric,val_loss,val_metric,learning_rate
1,1.9651281034469605,0.2445525,1.8452192337483988,0.3089711292386436,9.5e-05
2,1.7198276478004455,0.35465125,1.6622748103419407,0.38701615483045426,9.025e-05
3,1.5660479917144776,0.42119375,1.5380624672272842,0.43730006397952653,8.573749999999999e-05
4,1.4890611775588989,0.45353375,1.4252018049140047,0.48161588291746643,8.145062499999998e-05
5,1.4402166877269744,0.47353375,1.4142965735797308,0.4834253039027511,7.737809374999998e-05
6,1.4027024130296708,0.488095,1.430325341468733,0.4831154030710173,7.350918906249998e-05
7,1.3771538107824326,0.4982875,1.33820103943081,0.5133157389635317,6.983372960937497e-05
8,1.3485954278087615,0.50974125,1.312184385168804,0.5224528150991683,6.634204312890622e-05
9,1.321665234503746,0.5197925,1.3072380371301202,0.5215630998080614,6.30249409724609e-05
10,1.2864643014240265,0.53325125,1.2660100918813768,0.5403370921305183,5.987369392383786e-05
11,1.2566683320474625,0.54408625,1.2036451486464272,0.5613203774792066,5.688000922764596e-05
12,1.2251157815170288,0.55606875,1.2058630547917049,0.5626099648112604,5.4036008766263664e-05
13,1.192075560913086,0.56791,1.3036191445547118,0.527831094049904,5.133420832795048e-05
14,1.1626307624340058,0.578365,1.271736817182979,0.542816298784389,4.876749791155295e-05
15,1.1414333820676803,0.58613625,1.2545888713362578,0.5469449776071658,4.6329123015975305e-05
16,1.1240467568683625,0.59229625,1.2288643918354696,0.5539527351247601,4.4012666865176535e-05
17,1.1090291365671159,0.59743625,1.2114310219207027,0.561830214331414,4.181203352191771e-05
